Type;Status;Part number;Datasheet;Max current;Supply voltage;Supply current;Ambient temperature;Output type;Factory sensitivity;Programmable sensitivity;OCD;Package;Bandwidth;Voltage isolation;AEC-Q100;ASIL;Product page;Product Specific HW;Hover text for Product specfic hardware; Product Specific Hardware weblink;Bridge to GUI HW;Hover text for USB bridge;Weblink to Bridge hardware to GUI;Production HW; weblink
IVT - CONVENTIONAL HALL;Production;MLX91230KDC-BBA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx91230-datasheet-melexis.pdf;2000;4.5 - 18;20;-40 to 125;LIN/UART/PWM (OCD);AGC (512mT range);Yes;Yes;SOIC-8;2;Design dependent;Grade 1;B (D) ;https://melexis.com/MLX91230;DVK91230;;melexis.com/MLX91230-tools;MUM;Melexis Universal Master;https://www.melexis.com/en/tech-info/programming-and-software-tools/mum;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
IVT - CONVENTIONAL HALL;Production;MLX91230KDC-BBA-100;https://media.melexis.com/-/media/files/documents/datasheets/mlx91230-datasheet-melexis.pdf;2000;4.5 - 18;20;-40 to 125;LIN/UART/PWM (OCD);AGC (512mT range);Yes;Yes;SOIC-8;2;Design dependent;Grade 1;B (D) ;https://melexis.com/MLX91230;DVK91230;;melexis.com/MLX91230-tools;MUM;Melexis Universal Master;https://www.melexis.com/en/tech-info/programming-and-software-tools/mum;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
IVT - CONVENTIONAL HALL;Production;MLX91230KDC-BBC-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx91230-datasheet-melexis.pdf;2000;4.5 - 18;20;-40 to 125;LIN/UART/PWM (OCD);AGC (512mT range);Yes;Yes;SOIC-8;2;Design dependent;Grade 1;C (D) ;https://melexis.com/MLX91230;DVK91230;;melexis.com/MLX91230-tools;MUM;Melexis Universal Master;https://www.melexis.com/en/tech-info/programming-and-software-tools/mum;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
IVT - CONVENTIONAL HALL;Production;MLX91230KDC-BBC-100;https://media.melexis.com/-/media/files/documents/datasheets/mlx91230-datasheet-melexis.pdf;2000;4.5 - 18;20;-40 to 125;LIN/UART/PWM (OCD);AGC (512mT range);Yes;Yes;SOIC-8;2;Design dependent;Grade 1;C (D) ;https://melexis.com/MLX91230;DVK91230;;melexis.com/MLX91230-tools;MUM;Melexis Universal Master;https://www.melexis.com/en/tech-info/programming-and-software-tools/mum;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
IVT - SHUNT;Production;MLX91231KDC-BBA-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx91231-datasheet-melexis.pdf;2000;4.5 - 18;20;-40 to 125;LIN/UART/PWM (OCD);AGC (256mV range);Yes;Yes;SOIC-8;2;N/A;Grade 1;B (D) ;https://melexis.com/MLX91231;DVK91231;;melexis.com/MLX91230-tools;MUM;Melexis Universal Master;https://www.melexis.com/en/tech-info/programming-and-software-tools/mum;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
IVT - SHUNT;Production;MLX91231KDC-BBC-000;https://media.melexis.com/-/media/files/documents/datasheets/mlx91231-datasheet-melexis.pdf;2000;4.5 - 18;20;-40 to 125;LIN/UART/PWM (OCD);AGC (256mV range);Yes;Yes;SOIC-8;2;N/A;Grade 1;C (D) ;https://melexis.com/MLX91231;DVK91231;;melexis.com/MLX91230-tools;MUM;Melexis Universal Master;https://www.melexis.com/en/tech-info/programming-and-software-tools/mum;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
CORELESS EXTERNAL PRIMARY;Development;MLX91235HDC-BAA-500;https://www.melexis.com/en/contact/request-datasheet?product=MLX91235;10000;5;20;-40 to 125;Analog Ratiometric;200;Yes;Yes;SOIC-8;2;Design dependent;Grade 0;B;https://melexis.com/MLX91235;DVK91235;Coreless Busbar, and Coreless PCB reference designs available;melexis.com/dvk91235-QR;Melexis.IO-ADC;;melexis.com/melexisIO-tools;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
CORELESS EXTERNAL PRIMARY;Development;MLX91235HDC-BAA-300;https://www.melexis.com/en/contact/request-datasheet?product=MLX91235;10000;3.3;20;-40 to 125;Analog Ratiometric;132;Yes;Yes;SOIC-8;2;Design dependent;Grade 0;B;https://melexis.com/MLX91235;DVK91235;Coreless Busbar, and Coreless PCB reference designs available;melexis.com/dvk91235-QR;Melexis.IO-ADC;;melexis.com/melexisIO-tools;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
CORELESS EXTERNAL PRIMARY;Development;MLX91235HDD-BAA-500;https://www.melexis.com/en/contact/request-datasheet?product=MLX91235;10000;5;20;-40 to 125;Analog Ratiometric;200;Yes;Yes;SOIC-8;2;Design dependent;Grade 0;B;https://melexis.com/MLX91235;DVK91235;Coreless Busbar, and Coreless PCB reference designs available;melexis.com/dvk91235-QR;Melexis.IO-ADC;;melexis.com/melexisIO-tools;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
CORELESS EXTERNAL PRIMARY;Development;MLX91235HDD-BAA-300;https://www.melexis.com/en/contact/request-datasheet?product=MLX91235;10000;3.3;20;-40 to 125;Analog Ratiometric;132;Yes;Yes;SOIC-8;2;Design dependent;Grade 0;B;https://melexis.com/MLX91235;DVK91235;Coreless Busbar, and Coreless PCB reference designs available;melexis.com/dvk91235-QR;Melexis.IO-ADC;;melexis.com/melexisIO-tools;Third party;https://www.melexis.com/en/tech-info/recommended-third-parties/production-and-development-tools
